,concept,type,process_desc,subconcept,content,infos
8,plan Risk_Management ,outputs,"project risk management includes the processes of conducting risk management planning, identification, 
analysis, response planning, and controlling risk on a project. the objectives of project risk management are to 
increase the likelihood and impact of positive events, and decrease the likelihood and impact of negative events 
in the project.
figure 11-1 provides an overview of the project risk management processes, which are as follows:
11.1  plan risk management—the process of defining how to conduct risk management activities for a 
project.
11.2  identify risks—the process of determining which risks may affect the project and documenting 

their characteristics.
11.3  perform qualitative risk analysis—the process of prioritizing risks for further analysis or action 
by assessing and combining their probability of occurrence and impact.
11.4  perform quantitative risk analysis—the process of numerically analyzing the effect of identified 
risks on overall project objectives.
11.5  plan risk responses—the process of developing options and actions to enhance opportunities and 
to reduce threats to project objectives.
11.6  control risks—the process of implementing risk response plans, tracking identified risks, monitoring 
residual risks, identifying new risks, and evaluating risk process effectiveness throughout the project.
these processes interact with each other and with processes in other knowledge areas as described in detail 
in section 3 and annex a1.
project risk is an uncertain event or condition that, if it occurs, has a positive or negative effect on one or 
more project objectives such as scope, schedule, cost, and quality. a risk may have one or more causes and, 
if it occurs, it may have one or more impacts. a cause may be a given or potential requirement, assumption, 
constraint, or condition that creates the possibility of negative or positive outcomes. for example, causes could 
include the requirement of an environmental permit to do work, or having limited personnel assigned to design the 
project. the risk is that the permitting agency may take longer than planned to issue a permit; or, in the case of 
an opportunity, additional development personnel may become available who can participate in design, and they 
can be assigned to the project. if either of these uncertain events occurs, there may be an impact on the project, 
scope, cost, schedule, quality, or performance. risk conditions may include aspects of the project or organization 
environment that contribute to project risksuch as immature project management practices, lack of integrated 
management systems, concurrent multiple projects, or dependency on external participants who are outside the 
project direct control.
project risk has its origins in the uncertainty present in all projects. known risks are those that have been 
identified and analyzed, making it possible to plan responses for those risks. known risks that cannot be managed 
proactively, should be assigned a contingency reserve. unknown risks cannot be managed proactively and therefore 
may be assigned a management reserve. a negative project risk that has occurred is considered an issue.
individual project risks are different from overall project risk. overall project risk represents the effect of 
uncertainty on the project as a whole. it is more than the sum of the individual risks within a project, since it includes 
all sources of project uncertainty. it represents the exposure of stakeholders to the implications of variations in 
project outcome, both positive and negative.
organizations perceive risk as the effect of uncertainty on projects and organizational objectives. organizations 
and stakeholders are willing to accept varying degrees of risk depending on their risk attitude. the risk attitudes of 
both the organization and the stakeholders may be influenced by a number of factors, which are broadly classified 
into three themes:
•	 risk appetite, which is the degree of uncertainty an entity is willing to take on in anticipation of a reward.
•	  risk tolerance, which is the degree, amount, or volume of risk that an organization or individual will 
withstand.
•	  risk threshold, which refers to measures along the level of uncertainty or the level of impact at which a 
stakeholder may have a specific interest below that risk threshold, the organization will accept the risk. 
above that risk threshold, the organization will not tolerate the risk.
for example, an organization risk attitude may include its appetite for uncertainty, its threshold for risk levels 
that are unacceptable, or its risk tolerance at which point the organization may select a different risk response.
positive and negative risks are commonly referred to as opportunities and threats. the project may be accepted 
if the risks are within tolerances and are in balance with the rewards that may be gained by taking the risks. positive 
risks that offer opportunities within the limits of risk tolerances may be pursued in order to generate enhanced 
value. for example, adopting an aggressive resource optimization technique is a risk taken in anticipation of a 
reward for using fewer resources.
individuals and groups adopt attitudes toward risk that influence the way they respond. these risk attitudes are 

driven by perception, tolerances, and other biases, which should be made explicit wherever possible. a consistent 
approach to risk should be developed for each project, and communication about risk and its handling should 
be open and honest. risk responses reflect an organization perceived balance between risk taking and risk 
avoidance.
to be successful, an organization should be committed to address risk management proactively and consistently 
throughout the project. a conscious choice should be made at all levels of the organization to actively identify and 
pursue effective risk management during the life of the project. project risk could exist at the moment a project 
is initiated. moving forward on a project without a proactive focus on risk management is likely to lead to more 
problems arising from unmanaged threats.
1.1 plan risk management
plan risk management is the process of defining how to conduct risk management activities for a project. the 
key benefit of this process is it ensures that the degree, type, and visibility of risk management are commensurate 
with both the risks and the importance of the project to the organization. the risk management plan is vital to 
communicate with and obtain agreement and support from all stakeholders to ensure the risk management process 
is supported and performed effectively over the project life cycle. the inputs, tools and techniques, and outputs of 
this process are depicted in figure 11-2. figure 11-3 depicts the data flow diagram of the process.
careful and explicit planning enhances the probability of success for other risk management processes. planning 
is also important to provide sufficient resources and time for risk management activities and to establish an agreed-
upon basis for evaluating risks. the plan risk management process should begin when a project is conceived and 
should be completed early during project planning.",Risk_Management_Plan,"the Risk_Management_Plan is a component of the Project_Management_Plan and describes how Risk_Management_Activities will be structured and performed. the Risk_Management_Plan include Methodology defines the approaches, tools, and Data_Sources that will be used to perform Risk_Management on the project",{}
9,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Risk_Management_Plan,,"{0: {'about': 'risk management plan ', 'description': 'described in section 11.1.3.1. '}, 1: {'about': 'structure', 'description': 'key elements of the risk management plan that contribute to the identify risks \nprocess are the assignments of roles and responsibilities, provision for risk management activities in the budget \nand schedule, and categories of risk, which are sometimes expressed as a risk breakdown structure (figure 11-4)'}}"
10,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Cost_Management_Plan,the Cost_Management_Plan provides processes and controls that can be used to help identify risks across the project .,"{0: {'about': 'cost management plan', 'description': 'described in section 7.1.3.1. '}}"
11,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Schedule_Management_Plan,the Schedule_Management_Plan provides insight to project time / Schedule_Objectives and expectations which may be impacted by risks( known and unknown).,"{0: {'about': 'schedule management plan', 'description': 'described in section 6.1.3.1. '}}"
12,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Quality_Management_Plan,the Quality_Management_Plan provides a baseline of Quality_Measures and metrics for use in identifying risks .,"{0: {'about': 'quality management plan', 'description': 'described in section 8.1.3.1. '}}"
13,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Human_Resource_Management_Plan,"the Human_Resource_Management_Plan provides guidance on how Project_Human_Resources should be defined, staffed, managed, and eventually released. it can also contain roles and responsibilities, Project_Organization_Charts, and the Staffing_Management_Plan, which form a key input to identify Risk_Process .","{0: {'about': 'human resource management plan', 'description': 'described in section 9.1.3.1. '}}"
14,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Scope_Baseline,"Project_Assumptions are found in the Project_Scope_Statement. uncertainty in Project_Assumptions should be evaluated as Potential_Causes of Project_Risk. the wbs is a critical input to identifying risks as it facilitates an understanding of the Potential_Risks at both the micro and macro levels. risks can be identified and subsequently tracked at summary, Control_Account, and/or Work_Package_Levels .","{0: {'about': 'scope baseline', 'description': 'described in section 5.4.3.1. '}}"
15,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Activity_Cost_Estimates,"Activity_Cost_Estimate_Reviews are useful in identifying risks as they provide a Quantitative_Assessment of the likely cost to complete scheduled activities and ideally are expressed as a range, with the width of the range indicating the degree(s) of risk. the review may result in projections indicating the estimate is either sufficient or insufficient to complete the activity .","{0: {'about': 'activity cost estimates', 'description': 'described in section 7.2.3.1. '}}"
16,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Activity_Duration_Estimates,"Activity_Duration_Estimate_Reviews are useful in identifying risks related to the Time_Allowances for the activities or project as a whole, again with the width of the range of such estimates indicating the relative degree(s) of risk .","{0: {'about': 'activity duration estimates', 'description': 'described in section 6.5.3.1. '}}"
17,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Stakeholder_Register,"information about the stakeholders is useful for soliciting inputs to identify risks, as this will ensure that key stakeholders, especially the stakeholder, sponsor, and customer are interviewed or otherwise participate during the identify Risks_Process .","{0: {'about': 'stakeholder register', 'description': 'described in section 13.1.3.1. '}}"
18,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Project_Documents,"Project_Documents provide the Project_Team with information about decisions that help better identify Project_Risks. Project_Documents improve crossteam and Stakeholder_Communications and include Project_Charter,. Project_Documents provide the Project_Team with information about decisions that help better identify Project_Risks. Project_Documents improve crossteam and Stakeholder_Communications and include Project_Schedule,. Project_Documents provide the Project_Team with information about decisions that help better identify Project_Risks. Project_Documents improve crossteam and Stakeholder_Communications and include Schedule_Network_Diagrams,. Project_Documents provide the Project_Team with information about decisions that help better identify Project_Risks. Project_Documents improve crossteam and Stakeholder_Communications and include Issue_Log,. Project_Documents provide the Project_Team with information about decisions that help better identify Project_Risks. Project_Documents improve crossteam and Stakeholder_Communications and include Quality_Checklist, and. Project_Documents provide the Project_Team with information about decisions that help better identify Project_Risks. Project_Documents improve crossteam and Stakeholder_Communications and include other information proven to be valuable in identifying risks ",{}
19,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Procurement_Documents,"if the project requires External_Procurement of resources, Procurement_Documents become a key input to the identify Risks_Process. the complexity and the level of detail of the Procurement_Documents should be consistent with the value of, and risks associated with, planned procurement .","{0: {'about': 'procurement documents', 'description': 'defined in section 12.1.3.3. '}}"
20,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Enterprise_Environmental_Factors,"Enterprise_Environmental_Factors that can influence the identify Risks_Process include published information, including commercial databases,. Enterprise_Environmental_Factors that can influence the identify Risks_Process include academic studies,. Enterprise_Environmental_Factors that can influence the identify Risks_Process include published checklists,. Enterprise_Environmental_Factors that can influence the identify Risks_Process include Benchmarking,. Enterprise_Environmental_Factors that can influence the identify Risks_Process include Industry_Studies, and. Enterprise_Environmental_Factors that can influence the identify Risks_Process include Risk_Attitudes ","{0: {'about': 'enterprise environmental factors', 'description': 'described in section 2.1.5. '}}"
21,identify risks,inputs,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Organizational_Process_Assets,"Organizational_Process_Assets that can influence the identify Risks_Process include, but are not limited to: •_Project_Files, including Actual_Data, • organizational and Project_Process_Controls, • Risk_Statement_Formats or templates, and • lessons learned.","{0: {'about': 'organizational process assets', 'description': 'described in section 2.1.4. '}}"
22,identify risks,tools and techniques,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Documentation_Reviews,"a structured review of the Project_Documentation may be performed, including plans, assumptions, previous Project_Files, agreements, and other information. the quality of the plans, as well as consistency between those plans and the Project_Requirements and assumptions, may be indicators of risk in the project .",{}
23,identify risks,tools and techniques,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Information_Gathering_Techniques,examples of Information_Gathering_Techniques used in identifying risks can include brainstorming the goal of brainstorming is to obtain a comprehensive list of Project_Risks,{}
24,identify risks,tools and techniques,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Checklist_Analysis,"Risk_Identification_Checklists are developed based on Historical_Information and knowledge that has been accumulated from previous similar projects and from other sources of information. the lowest level of the rbs can also be used as a Risk_Checklist. while a checklist may be quick and simple, it is impossible to build an exhaustive one, and care should be taken to ensure the checklist is not used to avoid the effort of proper Risk_Identification. the team should also explore items that do not appear on the checklist. additionally, the checklist should be pruned from time to time to remove or archive related items. the checklist should be reviewed during Project_Closure to incorporate new lessons learned and improve it for use on future projects .",{}
25,identify risks,tools and techniques,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Assumptions_Analysis,"every project and its plan is conceived and developed based on a set of hypotheses, scenarios, or assumptions. Assumptions_Analysis explores the validity of assumptions as they apply to the project. it identifies risks to the project from inaccuracy, instability, inconsistency, or incompleteness of assumptions .",{}
26,identify risks,tools and techniques,"identify risks is the process of determining which risks may affect the project and documenting their 
characteristics. the key benefit of this process is the documentation of existing risks and the knowledge and ability 
it provides to the project team to anticipate events. the inputs, tools and techniques, and outputs of this process 
are depicted in figure 11-5. figure 11-6 depicts the data flow diagram of the process.
participants in risk identification activities may include the following: project manager, project team members, 
risk management team (if assigned), customers, subject matter experts from outside the project team, end 
users, other project managers, stakeholders, and risk management experts. while these personnel are often key 
participants for risk identification, all project personnel should be encouraged to identify potential risks.
identify risks is an iterative process, because new risks may evolve or become known as the project progresses 
through its life cycle. the frequency of iteration and participation in each cycle will vary by situation. the format of 
the risk statements should be consistent to ensure that each risk is understood clearly and unambiguously in order 
to support effective analysis and response development. the risk statement should support the ability to compare 
the relative effect of one risk against others on the project. the process should involve the project team so they can 
develop and maintain a sense of ownership and responsibility for the risks and associated risk response actions. 
stakeholders outside the project team may provide additional objective information.",Diagramming_Techniques,Risk_Diagramming_Techniques may include Cause and Effect_Diagrams these are also known as ishikawa or Fishbone_Diagrams and are useful for identifying causes of risks,{}
